id_libro,autor,publicacion,titulo,num_libros,imagen_libro
605,Chelsea Handler,2007,"Are You There, Vodka? It's Me, Chelsea",24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
606,"Richard Bach, Russell Munson",1970,Jonathan Livingston Seagull,278,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
607,Cassandra Clare,2014,"City of Heavenly Fire (The Mortal Instruments, #6)",7,https://images.gr-assets.com/books/1460477794m/8755785.jpg
608,"Robert Munsch, Sheila McGraw",1986,Love You Forever,54,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
609,Stephen King,2006,Cell,123,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
610,Daniel James Brown,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,33,https://images.gr-assets.com/books/1354683116m/16158542.jpg
611,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion (Middle-Earth Universe),339,https://images.gr-assets.com/books/1336502583m/7332.jpg
612,Stephen King,1987,"The Drawing of the Three (The Dark Tower, #2)",164,https://images.gr-assets.com/books/1370918050m/5094.jpg
613,Kate Morton,2008,The Forgotten Garden,119,https://images.gr-assets.com/books/1455283767m/3407877.jpg
614,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,The Trial,915,https://images.gr-assets.com/books/1320399438m/17690.jpg
615,Sarah Dessen,2002,This Lullaby,42,https://images.gr-assets.com/books/1397779294m/22205.jpg
616,Jodi Picoult,2e3,Plain Truth,65,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
617,Piper Kerman,2010,Orange Is the New Black,69,https://images.gr-assets.com/books/1320520714m/6314763.jpg
618,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles,1717,https://images.gr-assets.com/books/1355929358m/8921.jpg
619,Daniel Kahneman,2011,"Thinking, Fast and Slow",106,https://images.gr-assets.com/books/1317793965m/11468377.jpg
620,Marion Zimmer Bradley,1982,"The Mists of Avalon (Avalon, #1)",103,https://images.gr-assets.com/books/1388857089m/402045.jpg
621,Judy Blume,1970,"Are You There God? It's Me, Margaret",75,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
622,Nicholas Sparks,2002,Nights in Rodanthe,115,https://images.gr-assets.com/books/1328145638m/15926.jpg
623,Stephen King,2014,"Mr. Mercedes (Bill Hodges Trilogy, #1)",111,https://images.gr-assets.com/books/1468705326m/18775247.jpg
624,Charlaine Harris,2007,"All Together Dead (Sookie Stackhouse, #7)",73,https://images.gr-assets.com/books/1417964062m/140075.jpg
625,Chris Bohjalian,1997,Midwives,39,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
626,Chris Van Allsburg,1985,The Polar Express,57,https://images.gr-assets.com/books/1356707942m/420282.jpg
627,"Jon Scieszka, Lane Smith",1989,The True Story of the 3 Little Pigs,39,https://images.gr-assets.com/books/1327884731m/125507.jpg
628,Tom Clancy,1987,"Patriot Games (Jack Ryan Universe, #2)",88,https://images.gr-assets.com/books/1328007145m/32682.jpg
629,"Paulo Coelho, Margaret Jull Costa",1998,Veronika Decides to Die,229,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
630,"Sheryl Sandberg, Nell Scovell",2013,"Lean In: Women, Work, and the Will to Lead",66,https://images.gr-assets.com/books/1364250803m/16071764.jpg
631,Charlaine Harris,2005,"Dead as a Doornail (Sookie Stackhouse, #5)",80,https://images.gr-assets.com/books/1468562419m/170210.jpg
632,Tahereh Mafi,2011,"Shatter Me (Shatter Me, #1)",77,https://images.gr-assets.com/books/1310649047m/10429045.jpg
633,Robert A. Heinlein,1959,Starship Troopers,132,https://images.gr-assets.com/books/1406457252m/17214.jpg
634,Sophie Kinsella,2011,I've Got Your Number,86,https://images.gr-assets.com/books/1327956732m/12033455.jpg
635,"Jostein Gaarder, Paulette Møller",1991,Sophie's World,239,https://images.gr-assets.com/books/1343459906m/10959.jpg
636,Mark Cotta Vaz,2011,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",14,https://images.gr-assets.com/books/1327904795m/11260526.jpg
637,Ray Bradbury,1950,The Martian Chronicles,271,https://images.gr-assets.com/books/1374049948m/76778.jpg
638,Jennifer Egan,2010,A Visit from the Goon Squad,76,https://images.gr-assets.com/books/1356844046m/7331435.jpg
639,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880,Heidi,771,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
640,Michael Crichton,2002,Prey,113,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
641,C.S. Lewis,1956,"The Last Battle (Chronicles of Narnia, #7)",245,https://images.gr-assets.com/books/1308814830m/84369.jpg
642,Ken Follett,2007,"World Without End (The Kingsbridge Series, #2)",2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
643,"P.C. Cast, Kristin Cast",2008,"Chosen (House of Night, #3)",77,https://images.gr-assets.com/books/1393192825m/1326258.jpg
644,Colleen Hoover,2012,"Slammed (Slammed, #1)",60,https://images.gr-assets.com/books/1328530463m/13372690.jpg
645,Alex Flinn,2007,"Beastly (Beastly, #1; Kendra Chronicles, #1)",74,https://images.gr-assets.com/books/1334260193m/544891.jpg
646,"Geoffrey Chaucer, Nevill Coghill",1390,The Canterbury Tales,634,https://images.gr-assets.com/books/1261208589m/2696.jpg
647,Emily Giffin,2006,Baby Proof,43,https://images.gr-assets.com/books/1361466583m/42149.jpg
648,Christopher Paolini,2011,"Inheritance (The Inheritance Cycle, #4)",119,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
649,"Haruki Murakami, Jay Rubin, Philip Gabriel",2009,1Q84,107,https://images.gr-assets.com/books/1483103331m/10357575.jpg
650,Harriet Beecher Stowe,1852,Uncle Tom's Cabin,1075,https://images.gr-assets.com/books/1414349231m/46787.jpg
651,"Gaston Leroux, Alexander Teixeira de Mattos",1909,The Phantom of the Opera,782,https://images.gr-assets.com/books/1327867727m/480204.jpg
652,Charlaine Harris,2006,"Definitely Dead (Sookie Stackhouse, #6)",75,https://images.gr-assets.com/books/1468562748m/140079.jpg
653,"José Saramago, Giovanni Pontiero",1995,Blindness,231,https://images.gr-assets.com/books/1327866409m/2526.jpg
654,Jonathan Franzen,2010,Freedom,92,https://images.gr-assets.com/books/1316729686m/7905092.jpg
655,Ally Condie,2011,"Crossed (Matched, #2)",63,https://images.gr-assets.com/books/1374335939m/15812814.jpg
656,Ally Carter,2006,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",58,https://images.gr-assets.com/books/1334491180m/852470.jpg
657,Aravind Adiga,2008,The White Tiger,104,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
658,Jonathan Franzen,2001,The Corrections,133,https://images.gr-assets.com/books/1355011305m/3805.jpg
659,Barack Obama,1995,Dreams from My Father: A Story of Race and Inheritance,83,https://images.gr-assets.com/books/1352340675m/88061.jpg
660,Michael Crichton,1980,Congo,83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
661,"Judith Viorst, Ray Cruz",1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",47,https://images.gr-assets.com/books/1405259744m/46677.jpg
662,Jhumpa Lahiri,1999,Interpreter of Maladies,83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
663,Howard Zinn,1980,A People's History of the United States,83,https://images.gr-assets.com/books/1494279423m/2767.jpg
664,Truman Capote,1958,Breakfast at Tiffany's,254,https://images.gr-assets.com/books/1477015353m/251688.jpg
665,Justin Cronin,2010,"The Passage (The Passage, #1)",101,https://images.gr-assets.com/books/1327874267m/6690798.jpg
666,Neil Gaiman,2005,Anansi Boys,112,https://images.gr-assets.com/books/1479778049m/2744.jpg
667,Sarah Dessen,2009,Along for the Ride,41,https://images.gr-assets.com/books/1479692098m/5664985.jpg
668,Celeste Ng,2014,Everything I Never Told You,62,https://images.gr-assets.com/books/1386795198m/18693763.jpg
669,"Isabel Allende, Magda Bogin",1982,The House of the Spirits,243,https://images.gr-assets.com/books/1358615501m/9328.jpg
670,Stephen King,1979,The Dead Zone,145,https://images.gr-assets.com/books/1283509622m/11573.jpg
671,"Agatha Christie, Ροζίτα Σώκου",1920,"The Mysterious Affair at Styles (Hercule Poirot, #1)",876,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
672,Agatha Christie,1934,"Murder on the Orient Express (Hercule Poirot, #10)",429,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
673,Chimamanda Ngozi Adichie,2013,Americanah,83,https://images.gr-assets.com/books/1356654499m/15796700.jpg
674,James Patterson,2001,Suzanne's Diary for Nicholas,79,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
675,Stephen King,1980,Firestarter,154,https://images.gr-assets.com/books/1394208032m/233667.jpg
676,Sylvia Day,2013,"Entwined with You (Crossfire, #3)",76,https://images.gr-assets.com/books/1362526983m/15731779.jpg
677,Christopher McDougall,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",70,https://images.gr-assets.com/books/1320531983m/6289283.jpg
678,Gabrielle Zevin,2014,The Storied Life of A.J. Fikry,79,https://images.gr-assets.com/books/1404582137m/18293427.jpg
679,Ludwig Bemelmans,1939,Madeline,74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
680,Napoleon Hill,1937,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,709,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
681,"Laura Ingalls Wilder, Garth Williams",1932,"Little House in the Big Woods (Little House, #1)",132,https://images.gr-assets.com/books/1475195170m/8337.jpg
682,Susanna Clarke,2004,Jonathan Strange & Mr Norrell,124,https://images.gr-assets.com/books/1357027589m/14201.jpg
683,Nicholas Sparks,2001,A Bend in the Road,105,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
684,Rick Riordan,2013,"The House of Hades (The Heroes of Olympus, #4)",63,https://images.gr-assets.com/books/1464201430m/12127810.jpg
685,Michael  Grant,2008,"Gone (Gone, #1)",61,https://images.gr-assets.com/books/1357796831m/2536134.jpg
686,Nicholas Sparks,2003,"The Wedding (The Notebook, #2)",85,https://images.gr-assets.com/books/1385738787m/3466.jpg
687,David McCullough,2005,1776,38,https://images.gr-assets.com/books/1306787560m/1067.jpg
688,Jon Krakauer,2003,Under the Banner of Heaven: A Story of Violent Faith,37,https://images.gr-assets.com/books/1356441391m/10847.jpg
689,Jess Walter,2012,Beautiful Ruins,51,https://images.gr-assets.com/books/1338161553m/11447921.jpg
690,Barack Obama,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,62,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
691,Stephen King,1999,On Writing: A Memoir of the Craft,122,https://images.gr-assets.com/books/1436735207m/10569.jpg
692,Kristin Hannah,2008,"Firefly Lane (Firefly Lane, #1)",61,https://images.gr-assets.com/books/1362435448m/1472878.jpg
693,Michael Crichton,1987,Sphere,122,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
694,Emily Giffin,2008,Love the One You're With,47,https://images.gr-assets.com/books/1361466590m/2120652.jpg
695,"Robert Galbraith, J.K. Rowling",2014,"The Silkworm (Cormoran Strike, #2)",109,https://images.gr-assets.com/books/1392577290m/18214414.jpg
696,Anne Rice,1985,"The Vampire Lestat (The Vampire Chronicles, #2)",111,https://images.gr-assets.com/books/1347515742m/43814.jpg
697,Ann Patchett,2011,State of Wonder,49,https://images.gr-assets.com/books/1454428541m/9118135.jpg
698,Matthew Quick,2008,The Silver Linings Playbook,75,https://images.gr-assets.com/books/1358277412m/13539044.jpg
699,"Jules Verne, Anthony Bonner",1869,Twenty Thousand Leagues Under the Sea,1691,https://images.gr-assets.com/books/1494979127m/33507.jpg
700,Philippa Gregory,2005,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",63,https://images.gr-assets.com/books/1355932704m/16181.jpg
701,"Virginia Woolf, Maureen Howard",1925,Mrs. Dalloway,572,https://images.gr-assets.com/books/1479336522m/14942.jpg
702,"Jonas Jonasson, Rod Bradbury",2009,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,173,https://images.gr-assets.com/books/1334848488m/13486632.jpg
703,Stephen King,1998,Bag of Bones,134,https://images.gr-assets.com/books/1365592796m/10589.jpg
704,John Irving,1985,The Cider House Rules,114,https://images.gr-assets.com/books/1327962519m/4687.jpg
705,"Richard Bachman, Stephen King",1984,Thinner,132,https://images.gr-assets.com/books/1346947063m/10605.jpg
706,"Jules Verne, Michael Glencross, Brian W. Aldiss",1872,Around the World in Eighty Days,1903,https://images.gr-assets.com/books/1308815551m/54479.jpg
707,Sharon Creech,1994,Walk Two Moons,65,https://images.gr-assets.com/books/1389035862m/53496.jpg
708,"Paulo Coelho, Margaret Jull Costa",2003,Eleven Minutes,194,https://images.gr-assets.com/books/1358266987m/1430.jpg
709,J.D. Salinger,1953,Nine Stories,155,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
710,Julie Powell,2005,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
711,Neal Shusterman,2007,"Unwind (Unwind, #1)",62,https://images.gr-assets.com/books/1297677706m/764347.jpg
712,Diana Gabaldon,1996,"Drums of Autumn (Outlander, #4)",96,https://images.gr-assets.com/books/1500688941m/10988.jpg
713,Marie Lu,2013,"Prodigy (Legend, #2)",61,https://images.gr-assets.com/books/1336254717m/13414446.jpg
714,William Shakespeare,1603,King Lear,1108,https://images.gr-assets.com/books/1331563731m/12938.jpg
715,Arthur Miller,1949,Death of a Salesman,139,https://images.gr-assets.com/books/1469024140m/12898.jpg
716,Nicholas Sparks,2007,The Choice,101,https://images.gr-assets.com/books/1385739133m/531350.jpg
717,Kate Egan,2012,The Hunger Games: Official Illustrated Movie Companion,11,https://images.gr-assets.com/books/1363678804m/11742691.jpg
718,William Faulkner,1929,The Sound and the Fury,221,https://images.gr-assets.com/books/1433089995m/10975.jpg
719,Eckhart Tolle,2005,A New Earth: Awakening to Your Life's Purpose,45,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
720,Tite Kubo,2002,"Bleach, Volume 01",34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
721,Allie Brosh,2013,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",24,https://images.gr-assets.com/books/1409522492m/17571564.jpg
722,Robert Jordan,1992,"The Shadow Rising (Wheel of Time, #4)",83,https://images.gr-assets.com/books/1470841890m/9539.jpg
723,Gregory David Roberts,2003,Shantaram,101,https://images.gr-assets.com/books/1333482282m/33600.jpg
724,Charlaine Harris,2008,"From Dead to Worse (Sookie Stackhouse, #8)",67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
725,"Stephen King, Ned Dameron",1991,"The Waste Lands (The Dark Tower, #3)",151,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
726,Jeffery Deaver,1997,"The Bone Collector (Lincoln Rhyme, #1)",109,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
727,"Bernhard Schlink, Carol Brown Janeway",1995,The Reader,183,https://images.gr-assets.com/books/1327936339m/101299.jpg
728,"Bill Martin Jr., Eric Carle",1967,"Brown Bear, Brown Bear, What Do You See?",77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
729,Dan Simmons,1989,"Hyperion (Hyperion Cantos, #1)",107,https://images.gr-assets.com/books/1405546838m/77566.jpg
730,John Steinbeck,1947,The Pearl,233,https://images.gr-assets.com/books/1437234939m/5308.jpg
731,William Peter Blatty,1971,The Exorcist,1,https://images.gr-assets.com/books/1375168676m/179780.jpg
732,Stephenie Meyer,2009,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",93,https://images.gr-assets.com/books/1274335680m/7937462.jpg
733,David Guterson,1994,Snow Falling on Cedars,97,https://images.gr-assets.com/books/1479863528m/77142.jpg
734,Alex Haley,1976,Roots: The Saga of an American Family,102,https://images.gr-assets.com/books/1329398936m/546018.jpg
735,"Alan Moore, Brian Bolland, Tim Sale",1988,Batman: The Killing Joke,69,https://images.gr-assets.com/books/1346331835m/96358.jpg
736,Ralph Ellison,1952,Invisible Man,109,https://images.gr-assets.com/books/1352854247m/16981.jpg
737,Ishmael Beah,2007,A Long Way Gone: Memoirs of a Boy Soldier,68,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
738,Robert C. O'Brien,1971,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",73,https://images.gr-assets.com/books/1351191064m/9822.jpg
739,Stephen King,1982,Different Seasons,132,https://images.gr-assets.com/books/1329662611m/39662.jpg
740,"Laura Ingalls Wilder, Garth Williams",1953,"The Little House Collection (Little House, #1-9)",14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
741,Melissa Bank,1998,The Girls' Guide to Hunting and Fishing,61,https://images.gr-assets.com/books/1309210476m/33926.jpg
742,Hugh Howey,2012,"Wool Omnibus (Silo, #1)",116,https://images.gr-assets.com/books/1349614200m/13453029.jpg
743,Christopher Moore,2002,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",51,https://images.gr-assets.com/books/1331419009m/28881.jpg
744,Eckhart Tolle,1997,The Power of Now: A Guide to Spiritual Enlightenment,153,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
745,Jenny  Lawson,2012,Let's Pretend This Never Happened: A Mostly True Memoir,2,https://images.gr-assets.com/books/1489415716m/12868761.jpg
